County,MedianHouseholdIncome,TotalPopulation,PopAbove20,Citizens,MedianAge,PctMale,PctWhite,PctCollegePlusEdu,PctUninsured,PctForeignBorn,PctNonCitizen,PctDisability,PctUnemployed,PctSSI,PctOASDI,MedianHousingCosts,PctReligious,WoodardAmericanNation,LandAreaSqMiles,NCHS_UrbanRural2013,State,FoundryCounty,MexicanBorderCounty
48213,41607,79016,59584,75783,43.4,48.8%,90.6%,16.5%,20.9%,5.5%,4.1%,17.3%,4.6%,3.3%,0.01,699,0.50685937,Deep South,873.7643067,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48215,34782,819217,515002,647193,28.8,48.7%,92.2%,11.8%,34.4%,28.5%,21.0%,13.3%,6.7%,5.2%,0.024,615,0.460759481,El Norte,1570.899274,Medium metro,48,FALSE,TRUE
48217,41382,34923,25702,32982,42.4,49.2%,90.4%,15.5%,20.5%,7.1%,5.6%,17.6%,4.2%,2.8%,0.01,635,0.5389285,Greater Appalachia,958.8673593,Noncore (nonmetropolitan),48,FALSE,FALSE
48219,50665,23322,16133,22070,32.8,49.3%,86.7%,14.8%,21.9%,6.7%,5.4%,14.8%,4.2%,2.2%,0.008,647,0.747877541,Greater Appalachia,908.3917823,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48221,56100,53171,41129,51048,46.9,49.4%,94.6%,22.6%,16.5%,5.2%,4.0%,14.8%,4.4%,1.5%,0.005,852,0.547422467,Greater Appalachia,420.6528528,Large fringe metro,48,FALSE,FALSE
48223,44396,35645,25825,33529,39.2,49.3%,86.7%,14.8%,21.9%,8.6%,5.9%,17.0%,3.9%,2.7%,0.01,644,0.624884275,Greater Appalachia,767.1919865,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48225,32698,22949,18055,22532,44.5,53.3%,69.2%,15.7%,15.2%,3.0%,1.8%,16.1%,4.5%,3.9%,0.014,562,0.547344111,Deep South,1231.004976,Noncore (nonmetropolitan),48,FALSE,FALSE
48227,49575,36105,27083,35559,36.9,56.8%,86.0%,13.9%,15.4%,3.0%,1.5%,15.1%,5.6%,2.3%,0.008,631,0.551197895,Greater Appalachia,900.7914486,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48229,26384,3330,2368,2661,39.6,49.4%,92.4%,7.2%,22.4%,26.5%,20.1%,22.5%,6.1%,5.5%,0.035,379,0.530930931,El Norte,4570.52505,Medium metro,48,FALSE,TRUE
48231,45197,88052,64279,84105,38,49.4%,80.5%,15.9%,19.2%,6.3%,4.5%,17.1%,3.9%,2.8%,0.009,759,0.498307818,Greater Appalachia,840.3190122,Large fringe metro,48,FALSE,FALSE
48233,49353,21858,15608,20924,37.3,50.2%,91.7%,14.9%,17.9%,6.1%,4.3%,16.6%,5.8%,1.7%,0.006,566,0.693613322,Midlands,887.4203474,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48235,58500,1644,1230,1634,44.9,50.1%,93.7%,15.3%,18.0%,4.0%,0.6%,10.2%,3.3%,1.3%,0.009,626,0.73540146,Greater Appalachia,1051.543823,Small metro,48,FALSE,FALSE
48237,50324,8946,6915,8695,40.5,57.2%,93.0%,11.4%,17.4%,3.4%,2.8%,16.9%,4.3%,1.3%,0.006,589,0.478649676,Greater Appalachia,910.6654063,Noncore (nonmetropolitan),48,FALSE,FALSE
48239,54926,14486,10315,13723,39,48.7%,90.1%,16.2%,14.2%,6.7%,5.3%,15.7%,4.6%,2.2%,0.009,656,0.700538451,Deep South,829.4426685,Noncore (nonmetropolitan),48,FALSE,FALSE
48241,40820,35768,26067,35165,40.6,48.4%,81.0%,10.9%,19.1%,2.4%,1.7%,21.0%,7.2%,3.7%,0.013,518,0.670655334,Deep South,938.655034,Noncore (nonmetropolitan),48,FALSE,FALSE
48243,50165,2232,1804,1840,53.1,49.0%,91.0%,33.7%,23.1%,19.7%,17.6%,23.1%,3.1%,1.7%,0.01,385,0.502240143,El Norte,2264.555648,Noncore (nonmetropolitan),48,FALSE,TRUE
48245,43540,252872,185887,234825,35.9,51.1%,59.5%,16.8%,20.9%,10.9%,7.1%,13.2%,6.4%,3.6%,0.011,732,0.774949382,Deep South,876.3095899,Medium metro,48,FALSE,FALSE
48247,35521,5239,3795,4941,36.7,50.6%,95.6%,11.6%,25.5%,6.5%,5.7%,20.4%,9.1%,5.3%,0.022,445,0.963160909,El Norte,1136.173066,Noncore (nonmetropolitan),48,FALSE,TRUE
48249,42986,41461,28426,39988,34.6,49.3%,94.7%,10.0%,22.4%,6.0%,3.6%,16.6%,9.6%,4.4%,0.019,597,0.644388703,El Norte,865.1692615,Micropolitan (nonmetropolitan),48,FALSE,TRUE
48251,58135,155450,110225,148029,36.7,49.9%,93.9%,16.2%,20.6%,6.7%,4.8%,11.2%,4.1%,1.9%,0.006,909,0.438082985,Greater Appalachia,724.7995026,Large fringe metro,48,FALSE,FALSE
48253,43897,19978,16197,19896,39.2,63.3%,74.8%,8.8%,11.9%,0.9%,0.4%,12.3%,5.7%,1.9%,0.008,563,0.461657824,Greater Appalachia,928.5551232,Small metro,48,FALSE,FALSE
48255,45502,14879,11417,14760,35.5,59.1%,65.2%,12.7%,12.2%,1.9%,0.8%,15.6%,4.5%,3.0%,0.013,488,0.550104174,El Norte,747.5669794,Noncore (nonmetropolitan),48,FALSE,FALSE
48257,60391,109289,76005,103059,35.8,49.0%,85.4%,16.7%,19.2%,7.7%,5.7%,12.7%,3.6%,1.9%,0.005,1062,0.450164243,Greater Appalachia,780.6830982,Large fringe metro,48,FALSE,FALSE
48259,73240,37361,27234,36050,43.6,48.0%,95.4%,33.0%,11.8%,5.8%,3.5%,14.6%,3.3%,0.8%,0.003,1206,0.458981291,Greater Appalachia,662.453826,Large fringe metro,48,FALSE,FALSE
48261,36438,565,361,481,29.4,52.2%,98.1%,10.8%,31.0%,16.3%,14.9%,13.1%,4.5%,1.6%,#VALUE!,481,0.221238938,El Norte,1458.452837,Micropolitan (nonmetropolitan),48,FALSE,TRUE
48263,47024,821,641,795,49.1,51.5%,92.8%,20.8%,12.7%,4.3%,3.2%,22.8%,2.6%,1.6%,#VALUE!,465,0.923264312,Greater Appalachia,902.5068511,Noncore (nonmetropolitan),48,FALSE,FALSE
48265,43810,50149,39115,48576,47.9,48.2%,94.0%,24.5%,18.3%,6.5%,3.1%,18.5%,3.6%,2.0%,0.007,725,0.531276795,Greater Appalachia,1103.326303,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48267,40125,4486,3631,4332,52.8,49.9%,94.9%,17.5%,24.3%,6.7%,3.4%,17.9%,4.2%,3.0%,0.013,578,0.703076237,Greater Appalachia,1250.984896,Noncore (nonmetropolitan),48,FALSE,FALSE
48269,63250,267,225,237,46.2,50.9%,97.0%,19.1%,22.5%,18.4%,11.2%,7.1%,3.8%,0.0%,0,550,0.962546816,Greater Appalachia,910.8724509,Noncore (nonmetropolitan),48,FALSE,FALSE
48271,38281,3577,2831,3364,44.9,58.5%,98.2%,12.5%,22.3%,10.6%,6.0%,14.8%,5.9%,3.3%,0.02,432,0.656136427,El Norte,1360.054748,Noncore (nonmetropolitan),48,FALSE,TRUE
48273,38247,32029,22415,30603,28,51.8%,87.3%,17.8%,21.7%,6.8%,4.5%,15.1%,6.4%,3.5%,0.014,694,0.672390646,El Norte,881.3061479,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48275,40493,3796,2740,3637,40.9,50.1%,87.4%,13.5%,18.7%,6.4%,4.2%,18.0%,4.1%,3.2%,0.013,426,0.870916754,Greater Appalachia,850.625158,Noncore (nonmetropolitan),48,FALSE,FALSE
48277,40748,49566,36538,48081,40.3,48.5%,85.1%,16.1%,19.0%,4.7%,3.0%,17.5%,4.8%,4.0%,0.015,638,0.58148731,Greater Appalachia,907.1942155,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48279,39851,13742,9424,12881,36.1,50.7%,88.7%,13.0%,22.2%,10.6%,6.3%,12.6%,6.2%,3.2%,0.013,536,0.876509969,Greater Appalachia,1016.181336,Noncore (nonmetropolitan),48,FALSE,FALSE
48281,49630,20219,14870,19453,40.8,49.0%,91.4%,21.7%,18.6%,6.2%,3.8%,16.2%,4.1%,2.3%,0.009,763,0.30372422,Greater Appalachia,712.8413562,Medium metro,48,FALSE,FALSE
48283,37292,7191,4889,7094,31.7,55.9%,81.0%,10.5%,25.0%,2.8%,1.3%,15.6%,5.0%,4.7%,0.025,396,0.770129328,El Norte,1486.704026,Noncore (nonmetropolitan),48,FALSE,TRUE
48285,48677,19549,14600,18528,44.9,48.4%,79.5%,14.7%,14.7%,6.0%,5.2%,18.6%,4.3%,2.2%,0.007,555,1.013351067,Deep South,969.7091813,Noncore (nonmetropolitan),48,FALSE,FALSE
48287,53902,16664,12099,15894,39.9,50.4%,80.7%,14.8%,16.6%,6.8%,4.6%,15.8%,3.8%,1.9%,0.007,683,0.601356217,Deep South,629.0396066,Noncore (nonmetropolitan),48,FALSE,FALSE
48289,49802,16819,12598,16037,44.9,49.4%,88.7%,16.4%,19.5%,6.4%,4.6%,14.4%,6.5%,2.6%,0.011,573,0.607883941,Deep South,1073.156285,Noncore (nonmetropolitan),48,FALSE,FALSE
48291,48729,77486,56333,73338,36.4,49.3%,82.4%,9.4%,21.0%,7.2%,5.4%,16.8%,7.0%,3.4%,0.011,692,0.504555662,Deep South,1158.439172,Large fringe metro,48,FALSE,FALSE
48293,37554,23454,17412,21941,39.3,51.6%,79.8%,14.1%,22.8%,8.0%,6.5%,16.5%,5.5%,3.4%,0.011,630,0.569668287,Deep South,905.2881499,Noncore (nonmetropolitan),48,FALSE,FALSE
48295,63125,3483,2431,3085,34.4,53.6%,89.3%,16.2%,19.4%,13.7%,11.4%,11.1%,4.4%,0.8%,#VALUE!,551,0.616135515,Midlands,932.1769564,Noncore (nonmetropolitan),48,FALSE,FALSE
48297,50400,11873,9115,11713,42,54.1%,90.4%,12.5%,17.2%,2.3%,1.3%,14.1%,5.0%,1.7%,0.009,542,0.632359134,El Norte,1039.6947,Noncore (nonmetropolitan),48,FALSE,FALSE
48299,48259,19323,15965,18999,56.3,47.7%,96.4%,26.2%,16.0%,2.8%,1.7%,21.8%,4.0%,1.8%,0.006,718,0.436215909,Greater Appalachia,934.051972,Noncore (nonmetropolitan),48,FALSE,FALSE
48301,NA,117,111,104,55.3,63.2%,65.8%,7.7%,26.5%,11.1%,11.1%,18.8%,5.3%,#VALUE!,#VALUE!,717,0.051282051,Greater Appalachia,668.7518685,Noncore (nonmetropolitan),48,FALSE,FALSE
48303,46075,290782,207338,281137,30.6,49.4%,82.1%,19.7%,17.3%,5.6%,3.3%,14.0%,3.2%,2.3%,0.008,838,0.552094009,Greater Appalachia,895.5969136,Medium metro,48,FALSE,FALSE
48305,39526,5764,3985,5473,37.4,50.3%,87.5%,13.9%,22.0%,7.6%,5.0%,18.2%,3.7%,2.8%,0.011,576,0.847501735,Greater Appalachia,891.8669698,Medium metro,48,FALSE,FALSE
48307,40561,8273,6196,8029,44.2,49.4%,92.5%,13.2%,17.3%,4.9%,2.9%,16.8%,4.4%,3.7%,0.017,518,0.567508763,Greater Appalachia,1065.601415,Noncore (nonmetropolitan),48,FALSE,FALSE
48309,42687,241505,170680,227149,32.9,48.7%,79.7%,19.3%,17.1%,8.4%,5.9%,12.3%,3.9%,3.1%,0.01,797,0.597325107,Deep South,1037.109618,Medium metro,48,FALSE,FALSE
48311,46250,778,584,745,42.2,52.1%,94.0%,13.8%,11.3%,4.2%,4.2%,24.8%,1.7%,1.4%,#VALUE!,446,0.55655527,El Norte,1139.799008,Noncore (nonmetropolitan),48,FALSE,FALSE
48313,39390,13838,11477,13288,35.1,62.5%,76.7%,10.7%,13.5%,5.2%,4.0%,12.2%,4.4%,2.2%,0.008,650,0.531362914,Deep South,466.0652544,Noncore (nonmetropolitan),48,FALSE,FALSE
48315,34175,10248,8246,10216,49.1,47.8%,75.1%,15.9%,20.8%,1.0%,0.3%,22.4%,6.5%,4.0%,0.015,492,0.355093677,Deep South,380.8909625,Noncore (nonmetropolitan),48,FALSE,FALSE
48317,55682,5252,3468,4877,31.9,50.0%,84.4%,14.2%,26.0%,9.1%,7.1%,11.2%,4.1%,2.0%,0.008,684,0.579398324,Greater Appalachia,914.9557824,Small metro,48,FALSE,FALSE
48319,37654,4066,3311,3725,50.5,54.0%,92.9%,19.5%,26.0%,10.2%,8.4%,14.2%,4.0%,2.0%,0.012,544,0.701672405,Greater Appalachia,928.8030699,Noncore (nonmetropolitan),48,FALSE,FALSE
48321,40797,36598,26238,34128,37.2,49.5%,83.3%,14.2%,22.5%,11.1%,6.7%,14.6%,6.8%,3.0%,0.011,606,0.607874747,Deep South,1092.895571,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48323,33747,56548,36216,45018,29.9,49.3%,93.8%,10.0%,32.6%,32.2%,20.4%,16.6%,9.3%,6.3%,0.036,574,0.330462616,El Norte,1279.472756,Micropolitan (nonmetropolitan),48,FALSE,TRUE
48325,57338,47392,34454,46224,38.5,51.7%,92.5%,17.6%,13.8%,4.7%,2.5%,15.4%,4.2%,2.3%,0.009,744,0.474932478,El Norte,1325.358756,Large fringe metro,48,FALSE,FALSE
48327,34464,2182,1621,2122,45.7,48.8%,96.4%,14.7%,24.7%,4.5%,2.7%,24.4%,4.6%,2.7%,0.015,536,0.533913841,Greater Appalachia,902.0265048,Noncore (nonmetropolitan),48,FALSE,FALSE
48329,68806,151290,105562,140453,32.1,49.8%,84.4%,20.4%,20.5%,10.6%,7.2%,10.9%,3.9%,1.4%,0.005,1030,0.647247009,Greater Appalachia,900.2541654,Small metro,48,FALSE,FALSE
48331,38929,24344,17639,23403,41.4,49.7%,84.5%,15.5%,15.6%,5.5%,3.9%,21.2%,5.1%,3.3%,0.013,580,0.624630299,Greater Appalachia,1016.860147,Noncore (nonmetropolitan),48,FALSE,FALSE
48333,43920,4875,3462,4661,45.5,46.0%,98.7%,21.1%,14.9%,6.7%,4.4%,15.8%,4.0%,2.3%,0.011,502,0.848820513,Greater Appalachia,748.2611293,Noncore (nonmetropolitan),48,FALSE,FALSE
48335,49870,9169,7248,8916,35.5,61.8%,82.1%,12.2%,14.8%,3.6%,2.8%,12.2%,7.0%,2.3%,0.008,524,0.607590795,Greater Appalachia,911.0894862,Noncore (nonmetropolitan),48,FALSE,FALSE
48337,46172,19478,14584,18707,43.6,49.3%,98.0%,15.1%,23.6%,5.3%,4.0%,18.5%,4.6%,2.4%,0.009,664,0.502823699,Greater Appalachia,930.9056699,Noncore (nonmetropolitan),48,FALSE,FALSE
48339,68838,502586,354772,459052,36.4,49.5%,89.4%,25.1%,16.6%,12.6%,8.7%,10.5%,4.8%,1.5%,0.004,1132,0.453223926,Deep South,1041.919448,Large fringe metro,48,FALSE,FALSE
48341,49802,22281,14492,17444,31.1,51.7%,81.7%,10.1%,20.8%,27.7%,21.7%,12.7%,3.0%,1.2%,0.004,615,0.601543916,Midlands,899.69091,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48343,39453,12700,9508,12278,43.3,48.1%,71.3%,15.6%,17.7%,3.9%,3.3%,23.6%,11.4%,4.2%,0.014,525,0.64496063,Deep South,251.9848273,Noncore (nonmetropolitan),48,FALSE,FALSE
48345,31683,1071,801,1062,44.3,55.6%,95.4%,14.8%,30.6%,2.1%,0.8%,23.1%,3.5%,2.8%,0.015,439,0.940242764,Greater Appalachia,989.5658956,Noncore (nonmetropolitan),48,FALSE,FALSE
48347,39538,65531,45868,60977,30.2,47.9%,77.3%,17.9%,21.7%,9.0%,6.9%,14.0%,4.6%,3.1%,0.01,675,0.507622347,Deep South,946.5387077,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48349,41505,48118,34153,44086,38.2,49.3%,79.1%,15.4%,20.9%,10.9%,8.4%,18.7%,4.1%,3.5%,0.013,695,0.524107403,Greater Appalachia,1009.632185,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48351,38144,14231,10578,14125,41.6,51.6%,77.9%,7.8%,19.4%,1.2%,0.7%,21.0%,6.5%,4.1%,0.016,433,0.355350994,Deep South,933.6770849,Medium metro,48,FALSE,FALSE
48353,37102,15061,10779,14769,37.9,50.6%,89.9%,13.5%,19.8%,3.3%,1.9%,18.9%,4.7%,3.6%,0.014,516,0.697364053,Greater Appalachia,911.9971371,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48355,50337,352060,252961,335442,34.9,49.2%,88.3%,17.8%,18.9%,8.2%,4.7%,14.2%,5.3%,3.6%,0.012,895,0.58402545,El Norte,838.3141652,Medium metro,48,FALSE,FALSE
48357,51517,10642,6880,8916,31.7,51.1%,89.8%,13.0%,23.5%,20.7%,16.2%,9.6%,4.6%,0.9%,0.004,620,0.662375493,Midlands,917.6845621,Noncore (nonmetropolitan),48,FALSE,FALSE
48359,50893,2071,1302,2052,32.4,54.9%,91.4%,19.7%,9.5%,2.4%,0.9%,12.8%,3.1%,1.4%,0.008,637,0.619507484,Greater Appalachia,1500.523935,Medium metro,48,FALSE,FALSE
48361,49763,83217,60703,82107,38.1,49.5%,89.2%,15.0%,17.3%,2.3%,1.3%,16.6%,6.2%,3.0%,0.009,651,0.613949073,Deep South,333.7809327,Medium metro,48,FALSE,FALSE
48363,39516,27921,20477,26975,41.2,49.5%,91.9%,14.1%,23.4%,5.8%,3.4%,18.0%,5.0%,2.7%,0.008,640,0.566670248,Greater Appalachia,952.2490721,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48365,50119,23900,17505,23046,38,48.3%,81.5%,13.3%,18.3%,4.3%,3.6%,17.1%,6.8%,2.7%,0.01,583,0.486527197,Deep South,811.3553441,Noncore (nonmetropolitan),48,FALSE,FALSE
48367,67288,121418,88345,118482,39.6,50.0%,94.7%,23.0%,15.2%,4.0%,2.4%,12.2%,3.9%,1.1%,0.003,1007,0.531741587,Greater Appalachia,903.4773999,Large fringe metro,48,FALSE,FALSE
48369,45326,10004,6734,8523,32.5,51.5%,87.5%,11.5%,23.6%,19.5%,14.8%,12.8%,2.5%,1.4%,0.004,599,0.786585366,Greater Appalachia,880.8195469,Noncore (nonmetropolitan),48,FALSE,FALSE
48371,50305,15807,11575,14730,35.8,57.0%,85.3%,10.2%,17.8%,12.2%,6.8%,10.2%,5.9%,2.4%,0.014,569,0.456443348,El Norte,4763.834593,Noncore (nonmetropolitan),48,FALSE,TRUE
48373,39662,46113,35518,44622,43.5,53.7%,85.6%,12.4%,18.4%,4.6%,3.2%,21.5%,6.0%,3.8%,0.013,548,0.323357838,Deep South,1057.044709,Noncore (nonmetropolitan),48,FALSE,FALSE
48375,38159,122352,85576,109700,33.3,51.4%,81.7%,13.8%,22.7%,14.0%,10.3%,11.3%,3.4%,2.6%,0.009,717,0.764090493,Greater Appalachia,908.4025778,Medium metro,48,FALSE,FALSE
48377,32132,7304,4991,5522,41,49.4%,91.9%,18.0%,34.4%,33.4%,24.4%,22.7%,10.9%,8.7%,0.053,398,0.548192771,El Norte,3855.252238,Noncore (nonmetropolitan),48,FALSE,TRUE
48379,48448,11037,8543,10844,47.6,51.0%,91.9%,12.5%,20.4%,3.1%,1.7%,19.4%,3.8%,2.4%,0.009,623,0.3974812,Greater Appalachia,229.4530096,Noncore (nonmetropolitan),48,FALSE,FALSE
48381,60972,126782,91791,123711,35.4,49.1%,92.9%,25.9%,12.9%,4.0%,2.4%,10.8%,3.0%,1.0%,0.003,922,0.558202268,Greater Appalachia,911.9129159,Medium metro,48,FALSE,FALSE
48383,52181,3598,2526,2993,35.9,51.5%,59.3%,8.0%,32.4%,25.5%,16.8%,10.8%,5.7%,1.5%,0.009,591,0.802390217,Greater Appalachia,1175.313939,Noncore (nonmetropolitan),48,FALSE,FALSE
48385,36523,3356,2625,3303,54.1,49.3%,99.4%,19.5%,22.7%,2.0%,1.6%,19.6%,5.7%,3.9%,0.013,433,0.677592372,El Norte,699.1587726,Noncore (nonmetropolitan),48,FALSE,FALSE
48387,31563,12567,9668,12350,44.6,48.5%,80.8%,13.2%,19.7%,2.7%,1.7%,21.9%,5.7%,4.1%,0.018,483,0.521445055,Deep South,1043.876128,Noncore (nonmetropolitan),48,FALSE,FALSE
48389,43540,14179,10632,13338,35.6,56.4%,85.1%,9.3%,14.9%,9.0%,5.9%,10.9%,5.0%,3.0%,0.016,405,0.545595599,El Norte,2635.353533,Micropolitan (nonmetropolitan),48,FALSE,TRUE
48391,44240,7277,5385,7121,42.7,50.0%,88.2%,12.8%,17.4%,2.9%,2.1%,22.4%,6.9%,3.2%,0.013,546,0.790710458,El Norte,770.4844487,Noncore (nonmetropolitan),48,FALSE,FALSE
48393,63889,931,632,931,37.6,47.5%,99.0%,23.5%,14.3%,0.5%,0.0%,14.5%,4.4%,#VALUE!,#VALUE!,619,0.667024705,Midlands,924.0576971,Noncore (nonmetropolitan),48,FALSE,FALSE
48395,46501,16532,12070,15753,40.9,50.0%,76.5%,13.3%,20.0%,6.2%,4.7%,15.9%,4.6%,3.8%,0.012,591,0.553532543,Deep South,855.6840886,Small metro,48,FALSE,FALSE
48397,87524,85536,59228,81172,36.9,49.0%,89.1%,28.6%,12.3%,8.8%,5.1%,7.8%,3.4%,0.9%,0.002,1434,0.749812944,Greater Appalachia,127.1067443,Large fringe metro,48,FALSE,FALSE
48399,41526,10445,7675,10220,41.9,49.6%,93.4%,13.4%,17.8%,3.4%,2.2%,12.2%,4.2%,3.0%,0.013,505,0.893729057,Greater Appalachia,1050.9446,Noncore (nonmetropolitan),48,FALSE,FALSE
48401,46173,53457,39779,50997,38.5,52.7%,80.3%,13.6%,19.9%,6.7%,4.6%,14.6%,5.4%,2.2%,0.008,619,0.465682698,Deep South,924.03686,Small metro,48,FALSE,FALSE
48403,31307,10440,8120,10404,50.4,48.8%,90.8%,11.2%,23.5%,0.8%,0.3%,21.7%,8.5%,3.3%,0.011,428,0.516666667,Deep South,491.4075719,Noncore (nonmetropolitan),48,FALSE,FALSE
48405,28275,8695,6688,8592,47.8,47.8%,75.5%,11.8%,23.6%,1.6%,1.2%,26.7%,8.7%,5.0%,0.02,428,0.526854514,Deep South,530.6569467,Noncore (nonmetropolitan),48,FALSE,FALSE
48407,43029,27023,19953,26357,43.6,49.6%,86.6%,10.3%,20.5%,3.9%,2.5%,19.4%,6.0%,2.7%,0.011,675,0.2362432,Deep South,569.2428691,Noncore (nonmetropolitan),48,FALSE,FALSE
48409,52261,66070,46148,63954,35.5,50.0%,93.9%,13.7%,20.2%,5.2%,3.2%,15.5%,7.3%,3.6%,0.014,787,0.611124565,El Norte,693.4359799,Medium metro,48,FALSE,FALSE
48411,39040,5893,4578,5464,42.1,54.8%,92.4%,13.2%,13.8%,10.7%,7.3%,15.3%,3.7%,2.5%,0.013,525,0.670795859,Greater Appalachia,1135.31035,Noncore (nonmetropolitan),48,FALSE,FALSE
48413,55543,3224,2142,2944,35.5,49.1%,75.9%,14.7%,25.4%,13.3%,8.7%,11.2%,4.7%,1.9%,0.011,514,0.583126551,Greater Appalachia,1310.641567,Noncore (nonmetropolitan),48,FALSE,FALSE
48415,56842,17238,12396,16674,36,54.0%,88.5%,14.1%,14.6%,5.2%,3.3%,12.9%,5.0%,1.9%,0.008,660,0.641083652,Greater Appalachia,905.4445024,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48417,48750,3352,2460,3300,43,48.7%,97.2%,18.2%,18.2%,4.0%,1.6%,17.1%,3.4%,1.9%,0.007,568,0.829952267,Greater Appalachia,914.2857642,Noncore (nonmetropolitan),48,FALSE,FALSE
48419,37756,25725,18293,23327,36.9,48.8%,79.9%,12.0%,24.7%,11.0%,9.3%,16.4%,5.3%,4.0%,0.014,527,0.532517007,Deep South,795.5890458,Noncore (nonmetropolitan),48,FALSE,FALSE
48421,51987,3066,2182,2650,38.3,51.3%,94.2%,17.7%,23.3%,16.9%,13.6%,17.7%,3.0%,0.8%,0.004,585,0.717873451,Midlands,923.0355855,Noncore (nonmetropolitan),48,FALSE,FALSE
48423,46929,217552,156663,205022,36.1,48.3%,78.0%,21.9%,19.3%,8.2%,5.8%,13.0%,4.4%,2.6%,0.008,833,0.684470839,Deep South,921.5106499,Small metro,48,FALSE,FALSE
48425,51912,8608,6356,8367,40.6,48.3%,94.4%,22.0%,20.3%,6.2%,2.8%,11.7%,4.2%,1.3%,0.005,860,0.404507435,Greater Appalachia,186.4630882,Large fringe metro,48,FALSE,FALSE
48427,26172,62648,39639,47760,29.1,48.5%,95.5%,6.6%,37.3%,32.5%,23.8%,18.3%,11.7%,7.9%,0.046,391,0.486240582,El Norte,1223.17907,Micropolitan (nonmetropolitan),48,FALSE,TRUE
48429,43951,9452,7060,8979,39.3,53.3%,90.0%,17.5%,22.3%,6.4%,5.0%,14.0%,4.8%,2.5%,0.009,588,0.787452391,Greater Appalachia,896.719423,Noncore (nonmetropolitan),48,FALSE,FALSE
48431,53456,1346,912,1269,36,51.7%,96.8%,18.0%,24.9%,6.7%,5.7%,10.6%,4.8%,2.0%,0.007,489,0.647845468,Greater Appalachia,923.4493275,Noncore (nonmetropolitan),48,FALSE,FALSE
48433,42155,1414,1020,1396,49,51.1%,93.0%,15.5%,15.8%,3.3%,1.3%,19.7%,4.8%,1.7%,0.01,458,0.987270156,Greater Appalachia,916.3125882,Noncore (nonmetropolitan),48,FALSE,FALSE
48435,51667,3966,2744,3643,35.1,51.3%,81.1%,15.7%,28.1%,12.6%,8.1%,7.7%,7.3%,1.7%,0.01,642,0.786182552,Greater Appalachia,1453.935114,Noncore (nonmetropolitan),48,FALSE,FALSE
48437,37040,7713,5543,7398,36.1,52.4%,88.2%,12.8%,15.3%,6.0%,4.1%,14.9%,4.1%,2.1%,0.01,531,0.789705692,Greater Appalachia,890.159572,Noncore (nonmetropolitan),48,FALSE,FALSE
48439,58711,1914526,1341565,1722913,34,49.0%,73.2%,23.6%,19.1%,15.7%,10.0%,10.1%,3.7%,1.9%,0.005,1053,0.521721303,Greater Appalachia,863.6500371,Large central metro,48,FALSE,FALSE
48441,45396,134435,96164,130453,32,48.9%,83.5%,19.5%,16.3%,5.3%,3.0%,15.3%,3.6%,2.9%,0.01,770,0.647651281,Greater Appalachia,915.5514627,Small metro,48,FALSE,FALSE
48443,31111,921,755,843,46.1,46.7%,74.2%,16.1%,15.4%,9.6%,8.5%,15.2%,4.1%,2.9%,0.015,503,1.17155266,El Norte,2358.016777,Noncore (nonmetropolitan),48,FALSE,TRUE
48445,37475,12687,8778,12012,34.3,53.9%,88.8%,11.9%,22.3%,7.6%,5.3%,15.6%,4.6%,2.9%,0.012,525,0.602821786,Greater Appalachia,888.8393041,Noncore (nonmetropolitan),48,FALSE,FALSE
48447,41042,1545,1207,1526,49.6,46.9%,99.3%,20.3%,20.1%,2.4%,1.2%,17.9%,3.8%,1.4%,#VALUE!,452,1.053721683,Greater Appalachia,912.5522374,Noncore (nonmetropolitan),48,FALSE,FALSE
48449,44178,32553,22053,27844,33.8,49.3%,76.3%,13.0%,22.1%,19.1%,14.5%,14.4%,5.9%,2.4%,0.009,643,0.821982613,Greater Appalachia,406.0573112,Micropolitan (nonmetropolitan),48,FALSE,FALSE
48451,46711,115056,83781,111683,33.9,49.5%,88.1%,18.7%,17.6%,5.9%,2.9%,13.7%,4.2%,2.6%,0.01,763,0.57774475,Greater Appalachia,1521.990656,Small metro,48,FALSE,FALSE
48453,61451,1121645,830553,982614,33,50.4%,78.5%,34.1%,17.1%,17.8%,12.4%,8.6%,3.1%,1.6%,0.004,1207,0.422026577,Greater Appalachia,991.7925838,Large central metro,48,FALSE,FALSE
48455,34295,14405,11063,13950,47.7,48.6%,88.3%,13.2%,20.7%,4.4%,3.2%,26.4%,5.8%,4.2%,0.015,500,0.668031933,Deep South,693.6288692,Micropolitan (nonmetropolitan),48,FALSE,FALSE
